,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade
1713,300000.0,3,1.75,1280,12776,1.0,4,7
1714,799000.0,4,3.25,3120,5000,2.0,3,9
1715,338000.0,3,2.5,2470,4948,2.0,3,8
1716,800000.0,3,1.0,1700,4400,1.5,4,8
1717,360000.0,2,2.0,1180,3200,1.0,4,6
1718,442500.0,6,2.5,2800,10490,1.0,3,7
1719,700000.0,4,1.0,1300,1651359,1.0,4,6
1720,830000.0,5,3.0,3040,9601,1.0,5,9
1721,360400.0,3,2.5,1630,11592,2.0,3,8
1722,345000.0,3,1.0,1340,9339,1.0,5,7
1723,300000.0,3,1.75,1830,51836,1.0,4,7
1724,350000.0,3,1.0,1240,10800,1.0,5,7
1725,368000.0,4,2.0,2500,36900,1.0,3,7
1726,264000.0,3,1.75,1760,7482,1.0,4,8
1727,435000.0,3,2.0,2660,16677,1.0,3,9
1728,200000.0,3,1.5,2060,15837,1.5,3,6
1729,620000.0,5,2.5,2540,3832,2.0,5,8
1730,1679000.0,5,4.25,4830,11466,2.0,3,10
1731,337000.0,3,1.75,1400,6000,1.0,4,7
1732,1928000.0,4,3.25,4280,20296,2.0,4,11
1733,544500.0,4,2.5,2230,10414,1.0,5,7
1734,252000.0,1,1.0,680,1638,1.0,1,6
1735,445000.0,4,2.5,2340,3784,2.0,3,8
1736,379500.0,3,2.25,2070,14196,2.0,3,7
1737,189950.0,4,2.0,1910,4225,1.0,4,6
1738,469000.0,3,1.0,950,4250,1.5,5,6
1739,600000.0,5,2.75,2910,53898,1.0,5,7
1740,785000.0,3,2.5,2930,33981,2.0,3,9
1741,372000.0,4,2.75,2610,8967,2.0,4,8
1742,445000.0,5,3.0,3880,7180,2.0,3,7
1743,508000.0,4,2.25,3320,53392,2.0,4,8
1744,780000.0,5,1.5,1940,4800,2.0,3,8
1745,541100.0,4,2.25,2510,9800,2.0,3,9
1746,729000.0,4,2.5,2660,5608,2.0,3,9
1747,397000.0,3,2.0,1710,134489,1.0,5,7
1748,451555.0,2,1.0,1320,4520,1.0,3,6
1749,300000.0,2,1.0,960,8153,1.0,3,6
1750,416000.0,3,2.5,1790,11542,1.0,5,7
1751,490000.0,2,1.0,950,3060,1.0,3,6
1752,480000.0,6,3.75,2940,5054,2.0,3,7
1753,368000.0,2,2.0,930,1662,1.0,3,7
1754,1038000.0,3,2.5,4570,10615,2.0,3,12
1755,545000.0,3,2.5,2370,9000,1.0,4,8
1756,850000.0,5,2.75,3430,15119,2.0,3,10
1757,550000.0,4,3.5,3540,4750,2.0,3,10
1758,600000.0,3,2.25,2240,9314,2.0,3,9
1759,535000.0,4,2.5,2710,12138,1.0,3,8
1760,599950.0,3,2.5,2660,4975,2.0,3,8
1761,531000.0,5,2.75,2540,5022,1.0,4,8
1762,530000.0,4,2.25,2210,7665,2.0,4,8
1763,597326.0,4,4.0,3570,8250,2.0,3,10
1764,805000.0,4,2.5,3450,33460,2.0,3,9
1765,390000.0,4,1.75,2330,8364,1.0,4,8
1766,487250.0,4,2.0,1690,3250,1.5,3,7
1767,301000.0,3,1.5,1030,8414,1.0,4,7
1768,1175000.0,5,2.75,2560,5618,1.5,3,8
1769,299000.0,4,2.5,1950,3000,2.0,3,7
1770,2350000.0,4,2.25,4370,22863,2.5,4,10
1771,400000.0,4,2.5,2350,3904,2.5,3,7
1772,467500.0,4,2.5,3160,7210,1.0,4,7
1773,305000.0,4,2.5,2430,9103,2.0,3,8
1774,210000.0,3,1.0,1340,306848,1.0,3,5
1775,300000.0,3,1.0,1010,10168,1.0,3,6
1776,327500.0,3,2.25,1770,8755,1.0,3,8
1777,269000.0,3,2.0,1210,7136,1.0,3,7
1778,975000.0,4,3.25,3330,17533,1.0,3,9
1779,355000.0,3,1.0,1240,5400,1.0,4,7
1780,712000.0,3,1.0,1250,4620,1.5,4,7
1781,883000.0,4,2.5,2960,41656,2.0,3,10
1782,190000.0,2,1.0,840,12252,1.0,3,6
1783,443000.0,3,1.75,1530,8028,1.0,3,7
1784,920000.0,4,3.0,3750,11025,2.0,3,10
1785,285000.0,4,2.25,2150,8250,1.0,4,7
1786,901000.0,4,3.25,1560,4080,1.0,3,7
1787,552500.0,3,1.75,2040,5775,1.0,3,7
1788,256000.0,2,1.0,860,5000,1.0,3,6
1789,341000.0,3,1.5,1720,7119,1.5,4,7
1790,279000.0,4,2.25,2090,8941,2.0,3,7
1791,686000.0,4,2.25,2130,10650,2.0,4,8
1792,225000.0,2,1.0,1300,11867,1.5,4,6
1793,215500.0,2,1.75,1220,15600,1.0,3,6
1794,950000.0,4,3.0,2420,4800,1.5,3,7
1795,503000.0,4,2.5,2940,156988,2.0,3,9
1796,780000.0,3,2.5,2610,7567,2.0,3,9
1797,212000.0,4,2.0,1880,7500,1.0,5,6
1798,580000.0,4,2.75,2330,6703,1.5,3,7
1799,465000.0,4,2.5,2200,3141,2.0,3,7
1800,206000.0,4,2.0,1720,7560,1.0,3,7
1801,615000.0,3,2.5,2250,10171,2.0,3,9
1802,519000.0,4,1.0,1640,6305,1.5,5,6
1803,1135000.0,4,3.25,4130,11444,2.0,3,11
1804,330000.0,5,2.5,2600,3839,2.0,3,7
1805,240000.0,4,1.5,1920,7973,1.0,3,8
1806,574000.0,3,2.0,2060,7000,1.0,4,9
1807,930000.0,4,4.25,5710,24663,2.0,3,11
1808,850000.0,4,3.0,2720,183823,2.0,3,8
1809,415000.0,3,1.5,1490,7275,1.0,3,7
1810,480000.0,3,2.5,2360,9005,1.0,5,7
1811,300000.0,5,1.0,1940,8875,1.0,3,7
1812,439000.0,4,2.25,2570,9503,2.0,3,8
1813,450000.0,3,1.0,1160,36831,1.0,3,7
1814,589000.0,3,2.5,2660,206480,1.0,3,8
1815,477000.0,3,2.25,1260,3000,2.0,3,7
1816,587500.0,4,2.25,1780,6120,1.0,3,8
1817,1315000.0,4,2.25,3180,6105,2.0,3,10
1818,1430000.0,4,2.5,3380,27589,2.0,3,10
1819,700000.0,4,2.25,2690,15000,2.0,3,9
1820,275000.0,2,1.0,1180,6552,1.0,4,6
1821,367500.0,3,1.0,1660,11783,1.0,4,7
1822,453250.0,4,2.5,2260,6300,2.0,3,7
1823,607000.0,5,1.75,1910,5428,1.0,3,8
1824,255000.0,4,2.0,2430,8960,1.0,3,7
1825,501000.0,2,2.0,1300,2500,1.0,4,7
1826,450000.0,3,1.0,1060,4650,1.0,3,7
1827,360000.0,3,2.25,2200,8000,2.0,3,8
1828,460000.0,4,1.75,1720,3050,1.5,5,7
1829,753000.0,3,1.75,2360,8290,1.0,4,7
1830,389950.0,2,1.0,820,4234,1.0,3,6
1831,469000.0,2,1.0,1030,4400,1.0,3,7
1832,550000.0,4,1.75,2030,5688,2.0,4,9
1833,565000.0,5,3.5,2700,11675,1.5,4,6
1834,189650.0,2,1.75,1100,7600,1.0,3,6
1835,1525000.0,4,3.25,3620,5131,2.0,4,11
1836,260000.0,3,1.75,1340,8000,1.0,3,7
1837,243000.0,3,1.75,1790,12000,1.0,3,7
1838,1100000.0,4,2.5,3830,13800,1.0,4,9
1839,249000.0,3,1.5,1580,7200,1.0,4,7
1840,720000.0,2,1.0,2020,7200,1.0,4,7
1841,905000.0,4,2.5,3330,9557,2.0,3,10
1842,824500.0,4,2.5,2610,3500,1.5,5,7
1843,762500.0,4,2.75,2610,8760,1.0,4,8
1844,580000.0,3,2.5,1740,1280,3.0,3,8
1845,380000.0,3,2.0,1840,8580,1.0,3,8
1846,805000.0,3,1.75,1080,3200,1.0,4,7
1847,520000.0,4,1.75,1240,4532,1.5,4,7
1848,1569500.0,5,4.5,5620,5800,3.0,3,11
1849,175000.0,2,1.0,1170,8925,1.0,3,6
1850,353500.0,4,2.25,1760,9602,2.0,3,7
1851,500000.0,4,2.5,2230,26989,1.0,4,8
1852,386500.0,3,1.75,1520,7350,1.0,4,7
1853,210000.0,2,1.0,1450,4750,1.0,3,7
1854,439500.0,3,2.5,1600,6510,1.0,3,7
1855,315000.0,5,2.5,3220,5751,2.0,3,8
1856,339000.0,4,2.5,1830,8601,2.0,3,7
1857,655000.0,4,2.25,2200,9163,1.0,4,8
1858,740000.0,2,2.5,2170,8678,1.0,3,8
1859,685000.0,5,2.5,1900,7843,2.0,5,7
1860,550000.0,5,2.5,2960,9877,1.0,4,7
1861,405000.0,2,1.75,1710,4234,2.0,3,7
1862,765000.0,4,2.25,2620,17366,1.0,3,9
1863,625000.0,3,2.0,2140,3600,2.0,3,8
1864,207000.0,4,2.5,2100,19680,1.5,3,6
1865,370000.0,4,2.5,2100,19680,1.5,3,6
1866,475000.0,3,2.5,1460,4961,1.0,4,8
1867,365000.0,2,1.0,990,8250,1.0,3,7
1868,411800.0,4,2.25,2190,6800,1.0,5,7
1869,668000.0,5,3.5,3990,42436,2.0,3,9
1870,618000.0,3,2.5,2340,3630,2.0,3,9
1871,247500.0,4,2.0,2460,5921,1.0,4,7
1872,345000.0,5,3.0,2080,6150,1.0,3,7
1873,616300.0,3,2.0,1700,8400,2.0,3,7
1874,348000.0,3,1.5,1330,6768,1.0,4,7
1875,425000.0,3,2.5,1630,10762,1.0,3,7
1876,850000.0,5,2.75,2920,11880,1.0,5,8
1877,820000.0,5,2.75,2830,6137,2.0,3,9
1878,832000.0,4,2.25,3190,52953,2.0,4,10
1879,835000.0,3,1.75,1490,3840,2.0,3,8
1880,350000.0,3,2.5,1630,3425,2.0,3,8
1881,349000.0,4,2.5,2280,4096,2.0,3,7
1882,1125000.0,6,3.75,3010,4360,2.0,3,9
1883,320000.0,3,2.5,1590,3480,2.0,3,7
1884,150000.0,3,1.0,1250,7210,1.0,4,7
1885,340000.0,3,1.0,1710,10190,1.0,3,6
1886,785500.0,4,4.0,3280,8448,2.0,3,10
1887,410500.0,4,2.5,3362,8601,2.0,3,8
1888,580000.0,3,2.5,2200,11000,2.0,3,9
1889,345000.0,2,1.5,830,920,2.0,3,7
1890,550000.0,3,2.25,2160,37000,1.5,4,7
1891,449500.0,4,3.0,2580,7299,2.0,3,8
1892,300000.0,3,1.0,2150,7007,1.0,3,6
1893,915000.0,4,2.5,3510,28052,2.0,3,10
1894,1575000.0,4,3.75,3810,9916,2.0,3,11
1895,599000.0,4,2.75,2020,2750,1.0,3,8
1896,755000.0,4,2.5,2120,10202,1.0,4,7
1897,400000.0,3,1.0,1250,7157,1.0,3,7
1898,133000.0,3,1.0,980,9115,1.0,3,7
1899,330000.0,4,1.5,1250,8400,1.0,3,7
1900,330000.0,4,1.0,1100,5000,1.5,5,6
1901,375000.0,3,1.75,1330,9417,1.0,5,6
1902,485000.0,4,2.75,2560,8956,1.0,4,7
1903,470000.0,4,2.5,1850,11250,1.5,3,7
1904,1045000.0,4,3.0,2790,3600,2.0,3,8
1905,548800.0,4,1.0,1660,4704,1.5,3,7
1906,315000.0,2,1.0,1080,2674,1.0,4,6
1907,590000.0,3,2.0,3030,9374,1.0,4,7
1908,439950.0,4,2.5,2380,12067,2.0,3,7
1909,325000.0,3,1.75,2250,26337,1.0,3,8
1910,400000.0,2,1.0,880,5111,1.0,3,6
1911,685000.0,4,2.5,2770,10051,2.0,3,10
1912,339950.0,3,2.0,1340,10200,1.5,3,7
1913,315000.0,3,1.75,1660,8160,1.0,4,7
1914,411753.0,3,2.5,1710,3795,2.0,3,7
1915,577000.0,2,1.75,1620,4879,1.0,3,7
1916,500000.0,3,1.75,1530,8829,1.0,5,8
1917,210000.0,3,2.0,1440,10111,1.0,3,7
1918,640000.0,4,1.75,2020,16120,1.0,3,7
1919,460000.0,4,1.75,1870,8663,1.0,5,7
1920,265000.0,2,1.0,620,4760,1.0,3,6
1921,740000.0,5,5.0,5774,31675,1.0,3,11
1922,230000.0,3,1.0,1240,6195,1.0,3,6
1923,315000.0,3,1.75,1890,10661,1.0,5,7
1924,432000.0,3,1.75,2410,51763,1.0,4,8
1925,467000.0,3,2.5,1530,3984,2.0,3,8
1926,255000.0,5,3.75,2800,9900,1.0,3,7
1927,316500.0,3,1.75,1460,6360,1.0,3,7
1928,190000.0,4,2.0,1580,6250,1.0,3,7
1929,490000.0,3,2.0,1450,2400,1.5,3,8
1930,378000.0,4,1.75,1990,23200,1.0,4,7
1931,598800.0,6,4.0,4470,17877,3.0,3,9
1932,333800.0,5,3.0,1980,3868,1.0,3,7
1933,690000.0,4,2.5,2920,9904,2.0,4,9
1934,320000.0,4,1.75,1660,6200,1.0,4,6
1935,1249000.0,4,3.5,3190,6000,1.5,4,9
1936,335000.0,3,1.5,1560,9600,1.0,4,7
1937,840000.0,3,2.5,3050,33920,1.0,3,8
1938,608250.0,4,2.75,3030,21780,2.0,3,8
1939,550000.0,3,2.5,2260,4165,2.0,3,7
1940,240000.0,3,1.0,1260,7920,1.0,3,7
1941,998000.0,3,2.25,3370,11757,2.0,4,9
1942,275000.0,3,1.75,1490,8000,1.0,3,8
1943,284200.0,3,2.5,1570,9292,1.0,3,7
1944,1715000.0,4,3.75,4490,7623,2.0,4,10
1945,2400000.0,4,3.75,4090,24825,2.0,4,11
1946,930800.0,5,2.5,4150,96574,2.0,3,10
1947,930000.0,4,3.0,2900,10400,1.0,5,8
1948,215000.0,4,1.5,1430,8775,1.0,3,7
1949,480000.0,2,1.5,1008,26487,1.0,4,6
1950,483945.0,2,1.75,1480,5120,1.0,4,6
1951,347000.0,3,1.75,1240,8050,1.0,4,7
1952,232500.0,3,2.0,1370,9760,1.0,4,7
1953,390000.0,4,2.25,1770,33132,1.0,4,8
1954,550000.0,3,2.25,2160,15360,1.0,3,8
1955,590000.0,4,2.5,2340,8971,2.0,3,9
1956,420850.0,1,1.0,960,40946,1.0,5,5
1957,345000.0,4,2.5,2280,8190,1.0,3,7
1958,429800.0,3,2.0,1970,7000,1.0,3,8
1959,302000.0,4,1.75,1530,17664,1.5,3,7
1960,800000.0,4,1.5,1790,3952,1.5,4,8
1961,250000.0,3,2.5,1700,6000,2.0,3,8
1962,605000.0,3,2.0,2660,4500,1.0,4,7
1963,412000.0,3,1.75,1950,52256,1.0,4,8
1964,252000.0,3,2.0,1340,5670,2.0,3,6
1965,375000.0,3,1.0,1130,12500,1.5,3,7
1966,725000.0,2,1.75,1950,2719,1.0,5,7
1967,471750.0,5,3.5,3790,8200,1.0,3,8
1968,490000.0,4,2.25,2020,85813,2.0,3,7
1969,439000.0,2,1.0,800,5100,1.0,3,7
1970,355000.0,4,2.0,1770,8890,1.0,5,6
1971,250000.0,1,0.75,940,87120,1.0,3,6
1972,780000.0,4,2.25,2260,16188,1.0,3,10
1973,409000.0,2,1.0,890,3271,1.0,4,6
1974,420000.0,2,1.0,860,3880,1.0,4,6
1975,200000.0,1,0.75,680,9600,1.0,3,5
1976,830000.0,2,1.5,2130,35679,1.0,4,7
1977,695000.0,3,2.5,2390,4555,2.0,3,9
1978,815000.0,4,2.75,3488,9614,2.0,3,10
1979,210000.0,3,1.75,1260,6223,1.0,3,7
1980,635000.0,3,1.75,2940,6000,1.0,4,8
1981,562500.0,4,2.5,2440,7322,2.0,3,9
1982,402500.0,4,2.5,2600,11951,2.0,3,10
1983,555000.0,3,2.0,2080,7020,1.0,4,7
1984,310000.0,3,1.0,1990,7173,1.0,3,7
1985,500000.0,4,2.5,2840,18001,2.0,3,9
1986,430000.0,6,3.0,2630,8800,1.0,3,7
1987,1600000.0,3,4.25,2820,7200,2.0,4,10
1988,627500.0,4,1.0,1560,4080,1.5,3,7
1989,335000.0,4,2.5,2330,7050,2.0,3,8
1990,962000.0,4,2.25,3320,20100,1.0,4,8
1991,299000.0,3,1.75,1730,14270,1.0,3,7
1992,399950.0,4,2.5,3110,5868,2.0,3,8
1993,322000.0,3,1.0,1230,9660,1.0,3,7
1994,430000.0,2,1.5,950,4625,1.0,4,7
1995,307000.0,3,1.75,1890,13860,1.0,5,7
1996,194000.0,3,1.5,1010,5000,1.0,3,6
1997,180000.0,3,1.0,1010,8581,1.0,4,6
1998,465000.0,4,2.25,2340,13383,1.0,3,8
1999,722500.0,4,2.5,2460,9296,2.0,3,9
2000,470450.0,2,1.0,1010,3400,1.0,3,7
2001,280000.0,3,2.5,1650,6000,2.0,3,7
2002,176250.0,4,2.0,1440,6702,1.0,4,7
2003,560000.0,5,1.0,1710,9100,1.5,4,7
2004,830000.0,3,2.5,2760,11287,2.0,3,10
2005,276900.0,2,1.0,1350,10096,1.0,4,7
2006,625000.0,3,1.75,1660,4800,2.0,3,7
2007,1015000.0,4,2.5,2960,4760,2.0,3,8
2008,463500.0,1,1.0,1090,8750,1.0,4,6
2009,485000.0,3,2.5,3110,9015,2.0,3,9
2010,272000.0,3,2.0,1380,7476,1.0,3,7
2011,305000.0,2,1.0,1290,3140,2.0,3,7
2012,760000.0,3,2.5,1980,13964,1.0,5,7
2013,387500.0,2,1.0,870,6126,1.0,4,7
2014,352000.0,4,2.5,2470,5015,2.0,3,8
2015,507000.0,3,1.75,2140,40098,1.0,5,8
2016,156000.0,3,1.0,770,9750,1.0,3,6
2017,580000.0,3,3.25,1490,857,3.0,3,8
2018,630000.0,4,2.5,2510,35020,1.0,4,8
2019,275000.0,5,1.5,1950,9000,1.0,3,7
2020,835000.0,5,4.0,3600,14720,1.0,5,8
2021,340000.0,4,2.5,2380,7850,2.0,3,8
2022,329350.0,2,1.0,720,6687,1.0,3,6
2023,1480000.0,3,3.5,4070,26000,2.0,3,11
2024,475000.0,3,1.0,1250,150117,1.0,3,7
2025,719950.0,3,2.25,2190,2416,3.0,3,8
2026,235000.0,1,1.0,810,2451,1.0,5,7
2027,875000.0,3,1.5,2440,5750,1.0,3,8
2028,380000.0,4,1.75,1740,9150,1.0,3,7
2029,325000.0,3,2.25,1480,97138,1.5,3,7
2030,475000.0,4,2.5,2120,57050,2.0,3,9
2031,152900.0,1,1.0,900,4368,1.0,5,6
2032,210000.0,2,2.0,1190,7570,1.0,3,6
2033,350000.0,4,1.0,1010,6000,1.0,3,6
2034,505000.0,3,2.5,2100,17882,2.0,4,8
2035,464900.0,4,2.25,2020,8424,1.0,4,7
2036,650000.0,3,2.0,2520,5980,1.0,3,8
2037,369950.0,2,2.75,1370,1140,2.0,3,8
2038,250000.0,3,2.5,1530,2890,2.0,3,7
2039,320000.0,3,2.5,1530,2890,2.0,3,7
2040,2532000.0,4,4.25,5040,16048,1.0,3,10
2041,340000.0,4,2.25,2530,24700,2.0,3,7
2042,440000.0,2,1.5,1010,1968,1.5,5,5
2043,219950.0,3,1.0,1200,7727,1.0,4,7
2044,940000.0,4,3.0,2720,11740,1.0,5,9
2045,399950.0,4,1.5,1850,6125,1.5,3,6
2046,1568000.0,3,2.75,2340,8828,1.0,4,9
2047,528000.0,4,1.75,1860,9750,1.0,3,7
2048,545000.0,4,1.75,1940,8990,1.0,4,8
2049,575000.0,2,2.0,1680,6194,1.0,3,8
2050,235000.0,4,2.75,1770,10184,1.0,3,8
2051,272000.0,3,2.5,1790,6371,2.0,3,8
2052,380000.0,4,1.75,1720,9600,1.0,4,8
2053,195000.0,3,1.0,1280,6967,1.5,3,7
2054,297000.0,3,2.5,1690,4988,2.0,3,7
2055,349000.0,4,2.5,2190,7294,2.0,3,8
2056,320000.0,2,1.0,710,5200,1.0,4,6
2057,319990.0,4,1.5,1890,10707,1.0,3,7
2058,439900.0,2,2.0,1410,12282,1.5,5,8
2059,429000.0,3,3.25,2210,3600,2.0,3,8
2060,272500.0,3,2.0,1540,6250,1.0,3,7
2061,400000.0,4,2.0,1350,7255,1.0,4,7
2062,462000.0,5,2.0,1380,4300,1.5,3,7
2063,510000.0,2,1.0,890,6095,1.0,3,7
2064,550000.0,3,2.5,1900,3255,2.0,3,8
2065,150000.0,3,1.0,1240,5200,1.0,3,6
2066,460000.0,3,2.5,1730,8490,1.0,3,7
2067,632500.0,4,2.5,2090,10306,2.0,3,10
2068,361000.0,3,1.75,1650,11220,1.0,4,7
2069,437000.0,3,2.25,1130,1221,2.0,3,8
2070,370000.0,6,2.75,3240,5750,1.0,4,6
2071,884250.0,4,2.5,3840,12151,2.0,3,10
2072,225000.0,3,1.0,1200,9936,1.0,4,6
2073,235000.0,2,1.0,870,5000,1.0,3,6
2074,767500.0,6,3.5,2410,6000,2.0,3,9
2075,1200000.0,3,1.75,1560,8078,1.5,4,6
2076,715000.0,3,2.5,2410,46609,2.0,3,9
2077,417000.0,4,2.25,2300,7700,1.0,3,7
2078,199000.0,3,1.0,1390,12145,1.0,4,7
2079,875000.0,5,2.5,2920,5568,2.0,3,8
2080,545000.0,4,1.5,1370,3708,1.5,3,7
2081,192500.0,2,1.0,950,7692,1.0,3,6
2082,822500.0,3,2.5,3090,7708,2.0,3,10
2083,800000.0,4,2.5,2390,10000,1.0,3,9
2084,1250000.0,3,2.5,2070,4944,2.0,3,9
2085,3850000.0,4,4.25,5770,21300,2.0,4,11
2086,295000.0,3,2.5,1460,7936,2.0,3,7
2087,419000.0,2,1.75,1510,4980,1.0,3,8
2088,1195000.0,5,3.25,5180,19606,1.0,3,11
2089,750000.0,4,2.75,3430,13907,2.0,3,11
2090,502000.0,4,1.5,1700,8400,1.0,3,7
2091,1025000.0,3,1.75,2640,8000,1.0,4,9
2092,398500.0,3,1.0,1200,15960,1.5,3,6
2093,700000.0,2,1.5,1850,4945,1.5,4,7
2094,248000.0,5,1.5,1510,9078,1.0,4,7
2095,800000.0,4,2.0,2130,2800,1.0,5,7
2096,383000.0,4,2.5,2640,8055,2.0,3,9
2097,688000.0,4,3.0,3000,4000,1.5,3,8
2098,521000.0,3,2.0,1870,5455,1.0,5,7
2099,365000.0,2,1.0,990,9223,1.0,3,7
2100,491000.0,3,2.0,2005,7000,1.0,3,7
2101,643000.0,3,2.75,2030,7700,1.0,5,8
2102,279000.0,3,2.5,1500,7350,1.0,2,7
2103,583500.0,4,1.0,1530,3900,1.5,4,7
2104,310000.0,3,2.5,1990,3600,2.0,3,7
2105,310000.0,3,1.75,1420,7650,1.0,4,7
2106,280000.0,3,1.0,1400,13975,1.0,4,6
2107,272000.0,4,2.5,1870,5692,2.0,3,7
2108,870000.0,4,3.0,3040,36246,1.5,3,9
2109,307000.0,3,2.0,1790,7259,1.0,3,7
2110,490000.0,2,1.5,1590,4500,1.0,4,7
2111,399950.0,3,2.0,2050,9396,1.0,5,7
2112,1635000.0,5,3.5,4220,26784,1.0,3,10
2113,989000.0,5,4.5,4030,13474,2.0,3,11
2114,264950.0,4,1.75,1770,9011,1.0,5,7
2115,491500.0,4,2.75,2100,7236,1.0,3,8
2116,345000.0,3,2.25,2120,15003,2.0,3,7
2117,339900.0,4,1.75,2600,18042,1.0,4,8
2118,852000.0,3,3.0,2400,4000,2.0,3,7
2119,585000.0,5,3.5,3180,40946,1.0,3,7
2120,723000.0,4,2.0,2790,8793,1.0,4,8
2121,594000.0,3,2.25,2080,70567,2.0,3,8
2122,405000.0,2,1.5,1370,4102,2.0,4,7
2123,725500.0,4,2.5,2790,74495,2.0,3,9
2124,800000.0,2,1.0,1740,5719,1.0,3,8
2125,1325000.0,3,3.75,6400,76665,1.0,4,10
2126,180500.0,3,2.5,1800,8518,2.0,3,7
2127,325000.0,3,2.5,1800,8518,2.0,3,7
2128,235000.0,3,1.75,1190,7280,1.0,4,7
2129,330000.0,2,1.0,860,8308,1.0,4,7
2130,678500.0,3,2.0,2460,6600,1.0,4,8
2131,463000.0,4,2.5,1980,6660,2.0,4,7
2132,250000.0,2,1.0,670,4640,1.0,3,6
2133,655000.0,3,2.0,1410,4800,1.5,4,8
2134,239900.0,4,2.25,1860,7000,1.0,3,8
2135,185000.0,3,1.0,980,9135,1.0,3,7
2136,1735000.0,4,2.25,3040,5000,2.0,4,9
2137,251700.0,3,2.25,1810,11800,1.0,3,7
2138,400000.0,4,2.0,1560,8250,1.0,3,8
2139,735000.0,4,1.75,2100,7960,1.0,3,8
2140,1700000.0,5,2.0,2500,15250,2.0,5,8
2141,82500.0,2,1.0,520,22334,1.0,2,5
2142,765000.0,4,4.0,3010,7221,2.0,3,10
2143,292500.0,4,1.75,2140,8162,1.0,3,7
2144,270000.0,3,2.25,2390,7000,1.0,4,7
2145,415000.0,2,1.0,1510,6807,1.0,3,7
2146,950000.0,4,1.75,2210,19025,1.0,4,7
2147,353000.0,3,2.75,2170,8396,2.0,3,7
2148,670950.0,3,2.5,1790,2375,3.0,3,8
2149,280950.0,3,1.75,1390,8700,1.0,4,7
2150,585000.0,3,1.75,1850,7735,1.0,4,8
2151,525000.0,2,1.5,1480,43645,1.0,3,8
2152,605000.0,3,1.75,1850,8823,1.0,4,8
2153,1010000.0,4,3.5,3350,3752,2.0,3,9
2154,245990.0,3,1.0,1040,8410,1.0,3,7
2155,535000.0,4,2.25,2810,12607,2.0,3,10
2156,410000.0,1,1.5,1010,5750,1.0,3,7
2157,550000.0,3,2.5,2250,7752,2.0,4,8
2158,665000.0,3,1.75,1800,8000,1.0,3,8
2159,455000.0,3,1.0,2400,17239,1.0,4,7
2160,440000.0,4,1.0,1780,4000,1.5,3,7
2161,332000.0,3,2.25,2120,14915,1.0,3,9
2162,280000.0,3,2.5,1860,6607,2.0,3,7
2163,570000.0,3,3.5,1460,1021,2.0,3,8
2164,250000.0,3,1.0,1230,10350,1.0,4,7
2165,238000.0,2,1.0,1088,8453,1.0,3,6
2166,265000.0,3,1.0,800,5760,1.0,3,6
2167,306000.0,3,1.0,1190,10350,1.0,4,7
2168,345000.0,5,2.75,1940,4182,1.0,3,7
2169,765000.0,4,2.5,3300,10764,1.0,4,9
2170,346300.0,4,2.5,2590,11018,2.0,3,8
2171,342500.0,3,2.0,2080,11375,1.0,3,8
2172,501000.0,4,2.25,2680,5439,2.0,3,7
2173,270000.0,3,2.5,1670,8364,1.0,4,7
2174,638000.0,3,1.0,1830,4400,1.5,4,8
2175,460000.0,3,1.75,1400,2003,1.0,4,8
2176,760000.0,4,1.75,2770,8521,1.0,4,7
2177,1085000.0,3,2.5,3630,11019,1.0,4,9
2178,234000.0,3,1.0,1040,8128,1.0,3,6
2179,1650000.0,3,2.75,2690,8890,2.0,4,10
2180,488000.0,5,2.0,2020,5000,1.5,4,7
2181,1550000.0,5,2.5,2450,20805,2.0,4,9
2182,499000.0,4,3.0,2030,12675,2.0,3,7
2183,150000.0,3,1.0,1450,6776,1.0,3,7
2184,333000.0,4,2.5,2400,7270,2.0,3,8
2185,700000.0,4,2.75,2870,8625,1.0,4,8
2186,275000.0,4,1.0,1340,22500,1.5,3,7
2187,330000.0,3,2.5,1680,11312,1.0,3,7
2188,360000.0,4,2.0,1850,8827,1.0,3,7
2189,467000.0,3,1.0,1220,8040,1.5,3,7
2190,568000.0,3,2.5,2320,57063,1.0,4,9
2191,605000.0,5,2.25,3220,9603,2.0,3,8
2192,750000.0,4,2.75,3190,9023,2.0,3,9
2193,760000.0,3,2.75,3530,69834,2.0,3,10
2194,265000.0,3,1.75,2050,10519,1.0,3,7
2195,490000.0,3,1.75,1720,12540,1.0,4,7
2196,360000.0,4,2.5,2850,4650,2.0,3,8
2197,311750.0,4,2.25,2270,12000,1.0,4,7
2198,399000.0,3,2.25,1880,12473,1.0,3,8
2199,347000.0,4,2.5,2770,9751,2.0,3,8
2200,1680000.0,4,3.75,4490,34982,2.0,3,12
2201,585000.0,4,2.5,3110,6479,2.0,3,9
2202,340000.0,4,2.5,2360,7475,2.0,3,8
2203,612000.0,3,2.5,2180,5496,2.0,3,8
2204,230000.0,2,1.75,1910,3376,2.0,3,8
2205,604000.0,4,2.5,2260,7753,2.0,3,9
2206,250000.0,3,1.75,1770,8868,1.0,4,7
2207,258500.0,3,2.0,1460,7930,1.0,3,7
2208,783000.0,4,2.75,2080,5000,1.0,5,8
2209,1050000.0,5,2.25,2960,7680,1.0,5,8
2210,760000.0,4,2.5,3220,4031,2.0,3,9
